"RecNo","leave_ind","fictive-oved","Expected_by_Formulas","Sign_Level","Concl_Prob","Prediction"
1756,0.000000,8086.000000,"",0.000,0.113,No  more than 0.28
1757,0.000000,416.000000,"",0.000,0.547, more than 0.28
1758,0.000000,6011.000000,"",0.000,0.146,No  more than 0.28
1759,1.000000,7592.000000,"",0.021,0.168,No  more than 0.28
1760,0.000000,6857.000000,"",0.000,0.123,No  more than 0.28
1761,1.000000,4013.000000,"",0.000,0.664, more than 0.28
1762,0.000000,4250.000000,"",0.077,0.496, more than 0.28
1763,0.000000,7216.000000,"",0.000,0.126,No  more than 0.28
1764,0.000000,5346.000000,"",0.181,0.246,No  more than 0.28
1765,0.000000,3334.000000,"",0.000,0.127,No  more than 0.28
1766,0.000000,3034.000000,"",0.000,0.149,No  more than 0.28
1767,1.000000,4423.000000,"",0.059,0.517, more than 0.28
1768,0.000000,3775.000000,"",0.000,0.109,No  more than 0.28
1769,1.000000,6172.000000,"",0.000,0.153,No  more than 0.28
1770,0.000000,1585.000000,"",0.000,0.092,No  more than 0.28
1771,1.000000,1414.000000,"",0.000,0.674, more than 0.28
1772,0.000000,2853.000000,"",0.000,0.074,No  more than 0.28
1773,0.000000,5143.000000,"",0.000,0.147,No  more than 0.28
1774,0.000000,7237.000000,"",0.000,0.120,No  more than 0.28
1775,1.000000,2235.000000,"",0.000,0.611, more than 0.28
1776,1.000000,4327.000000,"",0.000,0.140,No  more than 0.28
1777,0.000000,7817.000000,"",0.000,0.117,No  more than 0.28
1778,0.000000,1509.000000,"",0.000,0.139,No  more than 0.28
1779,0.000000,3153.000000,"",0.000,0.155,No  more than 0.28
1780,0.000000,6511.000000,"",0.000,0.102,No  more than 0.28
1781,0.000000,1947.000000,"",0.000,0.119,No  more than 0.28
1782,0.000000,844.000000,"",0.000,0.106,No  more than 0.28
1783,1.000000,1148.000000,"",0.064,0.191,No  more than 0.28
1784,0.000000,8460.000000,"",0.104,0.164,No  more than 0.28
1785,0.000000,5084.000000,"",0.289,0.358, more than 0.28
1786,0.000000,2251.000000,"",0.000,0.116,No  more than 0.28
1787,1.000000,7191.000000,"",0.000,0.162,No  more than 0.28
1788,1.000000,1255.000000,"",0.712,0.289, more than 0.28
1789,0.000000,465.000000,"",0.000,0.130,No  more than 0.28
1790,0.000000,3905.000000,"",0.000,0.551, more than 0.28
1791,0.000000,3575.000000,"",0.000,0.148,No  more than 0.28
1792,1.000000,5294.000000,"",0.000,0.759, more than 0.28
1793,1.000000,1869.000000,"",0.000,0.163,No  more than 0.28
1794,0.000000,2473.000000,"",0.000,0.110,No  more than 0.28
1795,1.000000,6947.000000,"",0.000,0.160,No  more than 0.28
1796,1.000000,3785.000000,"",0.000,0.137,No  more than 0.28
1797,0.000000,4489.000000,"",0.000,0.131,No  more than 0.28
1798,1.000000,380.000000,"",0.000,0.548, more than 0.28
1799,0.000000,4636.000000,"",0.000,0.163,No  more than 0.28
1800,0.000000,5972.000000,"",0.000,0.143,No  more than 0.28
1801,1.000000,1337.000000,-1.0,0.0, No Prediction
1802,1.000000,1225.000000,"",0.174,0.248,No  more than 0.28
1803,0.000000,5099.000000,"",0.000,0.154,No  more than 0.28
1804,0.000000,670.000000,"",0.000,0.152,No  more than 0.28
1805,0.000000,3414.000000,"",0.000,0.130,No  more than 0.28
1806,0.000000,7173.000000,"",0.000,0.147,No  more than 0.28
1807,0.000000,3292.000000,"",0.000,0.153,No  more than 0.28
1808,0.000000,3691.000000,"",0.000,0.134,No  more than 0.28
1809,1.000000,4482.000000,"",0.142,0.225,No  more than 0.28
1810,0.000000,7932.000000,"",0.000,0.134,No  more than 0.28
1811,0.000000,3793.000000,"",0.000,0.150,No  more than 0.28
1812,0.000000,1813.000000,"",0.000,0.146,No  more than 0.28
1813,0.000000,8117.000000,"",0.155,0.498, more than 0.28
1814,0.000000,4037.000000,"",0.000,0.117,No  more than 0.28
1815,1.000000,8457.000000,"",0.000,0.109,No  more than 0.28
1816,1.000000,6627.000000,"",0.000,0.125,No  more than 0.28
1817,0.000000,4827.000000,"",0.000,0.143,No  more than 0.28
1818,0.000000,2443.000000,"",0.000,0.128,No  more than 0.28
1819,1.000000,3127.000000,"",0.189,0.369, more than 0.28
1820,0.000000,3318.000000,"",0.000,0.126,No  more than 0.28
1821,0.000000,2956.000000,"",0.000,0.123,No  more than 0.28
1822,0.000000,5816.000000,"",0.000,0.121,No  more than 0.28
1823,1.000000,8437.000000,"",0.000,0.148,No  more than 0.28
1824,0.000000,3072.000000,"",0.000,0.126,No  more than 0.28
1825,1.000000,1191.000000,"",0.365,0.335, more than 0.28
1826,0.000000,2063.000000,"",0.000,0.134,No  more than 0.28
1827,1.000000,4558.000000,"",0.097,0.196,No  more than 0.28
1828,0.000000,6110.000000,"",0.048,0.259,No  more than 0.28
1829,0.000000,8139.000000,"",0.063,0.534, more than 0.28
1830,0.000000,2229.000000,"",0.828,0.310, more than 0.28
1831,0.000000,6180.000000,"",0.046,0.196,No  more than 0.28
1832,1.000000,1408.000000,"",0.000,0.592, more than 0.28
1833,0.000000,1563.000000,"",0.000,0.116,No  more than 0.28
1834,0.000000,332.000000,"",0.000,0.140,No  more than 0.28
1835,0.000000,1177.000000,"",0.109,0.435, more than 0.28
1836,0.000000,5434.000000,"",0.000,0.127,No  more than 0.28
1837,0.000000,2750.000000,"",0.000,0.160,No  more than 0.28
1838,0.000000,3381.000000,"",0.000,0.069,No  more than 0.28
1839,0.000000,3918.000000,"",0.000,0.115,No  more than 0.28
1840,0.000000,2203.000000,"",0.000,0.125,No  more than 0.28
1841,0.000000,216.000000,"",0.049,0.202,No  more than 0.28
1842,0.000000,7147.000000,"",0.000,0.136,No  more than 0.28
1843,1.000000,4191.000000,"",0.131,0.464, more than 0.28
1844,0.000000,549.000000,"",0.417,0.244,No  more than 0.28
1845,0.000000,5751.000000,"",0.000,0.112,No  more than 0.28
1846,0.000000,1547.000000,"",0.079,0.251,No  more than 0.28
1847,0.000000,5566.000000,"",0.047,0.504, more than 0.28
1848,1.000000,3857.000000,"",0.000,0.594, more than 0.28
1849,0.000000,4789.000000,"",0.045,0.132,No  more than 0.28
1850,0.000000,174.000000,"",0.000,0.141,No  more than 0.28
1851,0.000000,1728.000000,"",0.014,0.156,No  more than 0.28
1852,1.000000,4468.000000,"",0.000,0.147,No  more than 0.28
1853,1.000000,5667.000000,"",0.406,0.299, more than 0.28
1854,1.000000,596.000000,"",0.000,0.155,No  more than 0.28
1855,0.000000,7438.000000,"",0.000,0.104,No  more than 0.28
1856,1.000000,1617.000000,"",0.744,0.305, more than 0.28
1857,0.000000,1757.000000,"",0.000,0.088,No  more than 0.28
1858,1.000000,5678.000000,-1.0,0.0, No Prediction
1859,1.000000,6537.000000,"",0.911,0.278,No  more than 0.28
1860,0.000000,2772.000000,"",0.000,0.155,No  more than 0.28
1861,0.000000,233.000000,"",0.000,0.139,No  more than 0.28
1862,1.000000,5540.000000,"",0.059,0.517, more than 0.28
1863,0.000000,2159.000000,"",0.911,0.278,No  more than 0.28
1864,0.000000,7884.000000,"",0.223,0.377, more than 0.28
1865,1.000000,3859.000000,"",0.241,0.324, more than 0.28
1866,1.000000,8528.000000,"",0.084,0.246,No  more than 0.28
1867,0.000000,2643.000000,"",0.000,0.133,No  more than 0.28
1868,0.000000,7948.000000,"",0.078,0.201,No  more than 0.28
1869,0.000000,2861.000000,"",0.000,0.145,No  more than 0.28
1870,0.000000,3049.000000,"",0.000,0.150,No  more than 0.28
1871,0.000000,5150.000000,"",0.000,0.158,No  more than 0.28
1872,0.000000,4536.000000,"",0.000,0.117,No  more than 0.28
1873,0.000000,7639.000000,"",0.000,0.078,No  more than 0.28
1874,0.000000,6488.000000,"",0.000,0.157,No  more than 0.28
1875,0.000000,8165.000000,"",0.404,0.314, more than 0.28
1876,0.000000,7962.000000,"",0.000,0.125,No  more than 0.28
1877,0.000000,1517.000000,"",0.000,0.147,No  more than 0.28
1878,1.000000,218.000000,"",0.000,0.152,No  more than 0.28
1879,0.000000,1040.000000,"",0.000,0.148,No  more than 0.28
1880,0.000000,325.000000,"",0.000,0.163,No  more than 0.28
1881,0.000000,4319.000000,"",0.000,0.092,No  more than 0.28
1882,0.000000,5789.000000,"",0.327,0.275,No  more than 0.28
1883,1.000000,2611.000000,"",0.000,0.141,No  more than 0.28
1884,0.000000,3324.000000,"",0.000,0.150,No  more than 0.28
1885,0.000000,7637.000000,"",0.000,0.078,No  more than 0.28
1886,0.000000,6005.000000,"",0.000,0.133,No  more than 0.28
1887,0.000000,895.000000,"",0.000,0.112,No  more than 0.28
1888,1.000000,6556.000000,"",0.342,0.251,No  more than 0.28
1889,0.000000,3204.000000,"",0.109,0.435, more than 0.28
1890,0.000000,1852.000000,"",0.000,0.146,No  more than 0.28
1891,0.000000,4733.000000,"",0.003,0.173,No  more than 0.28
1892,0.000000,4249.000000,"",0.000,0.557, more than 0.28
1893,0.000000,326.000000,"",0.000,0.148,No  more than 0.28
1894,0.000000,1217.000000,"",0.000,0.176,No  more than 0.28
1895,1.000000,5992.000000,"",0.000,0.674, more than 0.28
1896,0.000000,4476.000000,"",0.098,0.170,No  more than 0.28
1897,0.000000,3456.000000,"",0.000,0.144,No  more than 0.28
1898,0.000000,5006.000000,"",0.000,0.123,No  more than 0.28
1899,0.000000,8032.000000,"",0.196,0.216,No  more than 0.28
1900,1.000000,5546.000000,"",0.200,0.240,No  more than 0.28
1901,0.000000,1732.000000,"",0.000,0.094,No  more than 0.28
1902,1.000000,4484.000000,"",0.566,0.282, more than 0.28
1903,0.000000,4925.000000,"",0.151,0.260,No  more than 0.28
1904,0.000000,1131.000000,"",0.000,0.109,No  more than 0.28
1905,1.000000,2837.000000,"",0.000,0.627, more than 0.28
1906,0.000000,2517.000000,-1.0,0.0, No Prediction
1907,0.000000,7652.000000,"",0.000,0.078,No  more than 0.28
1908,0.000000,5635.000000,"",0.190,0.204,No  more than 0.28
1909,0.000000,666.000000,"",0.000,0.148,No  more than 0.28
1910,0.000000,6742.000000,"",0.000,0.154,No  more than 0.28
1911,0.000000,3481.000000,"",0.000,0.111,No  more than 0.28
1912,0.000000,210.000000,"",0.947,0.281, more than 0.28
1913,0.000000,5494.000000,"",0.000,0.551, more than 0.28
1914,1.000000,749.000000,"",0.000,0.160,No  more than 0.28
1915,0.000000,6275.000000,"",0.000,0.140,No  more than 0.28
1916,0.000000,6188.000000,"",0.000,0.153,No  more than 0.28
1917,0.000000,800.000000,"",0.000,0.155,No  more than 0.28
1918,1.000000,90.000000,-1.0,0.0, No Prediction
1919,1.000000,736.000000,"",0.000,0.151,No  more than 0.28
1920,0.000000,198.000000,"",0.000,0.152,No  more than 0.28
1921,0.000000,3887.000000,"",0.000,0.147,No  more than 0.28
1922,0.000000,3237.000000,"",0.000,0.163,No  more than 0.28
1923,0.000000,6077.000000,"",0.000,0.080,No  more than 0.28
1924,1.000000,1176.000000,"",0.714,0.287, more than 0.28
1925,1.000000,4400.000000,"",0.110,0.496, more than 0.28
1926,0.000000,6560.000000,"",0.052,0.170,No  more than 0.28
1927,0.000000,3772.000000,"",0.000,0.157,No  more than 0.28
1928,0.000000,3380.000000,"",0.000,0.077,No  more than 0.28
1929,0.000000,6507.000000,"",0.000,0.145,No  more than 0.28
1930,0.000000,2360.000000,"",0.180,0.257,No  more than 0.28
1931,0.000000,7250.000000,"",0.000,0.137,No  more than 0.28
1932,1.000000,4831.000000,"",0.000,0.568, more than 0.28
1933,1.000000,2699.000000,"",0.000,0.129,No  more than 0.28
1934,1.000000,1155.000000,"",0.070,0.142,No  more than 0.28
1935,0.000000,200.000000,"",0.845,0.291, more than 0.28
1936,1.000000,3087.000000,"",0.151,0.260,No  more than 0.28
1937,0.000000,6722.000000,"",0.330,0.255,No  more than 0.28
1938,1.000000,5157.000000,"",0.000,0.155,No  more than 0.28
1939,1.000000,1099.000000,"",0.000,0.153,No  more than 0.28
1940,1.000000,550.000000,"",0.000,0.594, more than 0.28
1941,0.000000,3135.000000,"",0.000,0.156,No  more than 0.28
1942,0.000000,6122.000000,"",0.661,0.305, more than 0.28
1943,1.000000,8069.000000,"",0.000,0.148,No  more than 0.28
1944,0.000000,2653.000000,"",0.000,0.177,No  more than 0.28
1945,0.000000,4888.000000,"",0.000,0.145,No  more than 0.28
1946,0.000000,1323.000000,"",0.000,0.110,No  more than 0.28
1947,0.000000,5548.000000,"",0.078,0.546, more than 0.28
1948,1.000000,6437.000000,"",0.043,0.145,No  more than 0.28
1949,0.000000,1980.000000,"",0.000,0.158,No  more than 0.28
1950,0.000000,5675.000000,-1.0,0.0, No Prediction
1951,0.000000,5772.000000,"",0.000,0.165,No  more than 0.28
1952,1.000000,5010.000000,"",0.398,0.295, more than 0.28
1953,1.000000,4340.000000,"",0.082,0.518, more than 0.28
1954,1.000000,5785.000000,"",0.092,0.237,No  more than 0.28
1955,0.000000,6490.000000,"",0.000,0.142,No  more than 0.28
1956,0.000000,5837.000000,"",0.700,0.297, more than 0.28
1957,0.000000,6786.000000,"",0.220,0.400, more than 0.28
1958,0.000000,7767.000000,"",0.000,0.154,No  more than 0.28
1959,0.000000,7803.000000,"",0.000,0.144,No  more than 0.28
1960,0.000000,8055.000000,"",0.000,0.130,No  more than 0.28
1961,0.000000,7418.000000,"",0.000,0.138,No  more than 0.28
1962,1.000000,2607.000000,"",0.000,0.155,No  more than 0.28
1963,0.000000,7913.000000,"",0.000,0.117,No  more than 0.28
1964,0.000000,5656.000000,"",0.000,0.136,No  more than 0.28
1965,1.000000,939.000000,"",0.000,0.153,No  more than 0.28
1966,1.000000,5093.000000,"",0.000,0.145,No  more than 0.28
1967,0.000000,3215.000000,"",0.000,0.122,No  more than 0.28
1968,0.000000,7574.000000,"",0.000,0.154,No  more than 0.28
1969,0.000000,1795.000000,"",0.000,0.144,No  more than 0.28
1970,1.000000,624.000000,"",0.000,0.540, more than 0.28
1971,0.000000,8188.000000,"",0.000,0.659, more than 0.28
1972,0.000000,6326.000000,"",0.117,0.175,No  more than 0.28
1973,1.000000,5493.000000,"",0.000,0.647, more than 0.28
1974,0.000000,5579.000000,"",0.000,0.138,No  more than 0.28
1975,0.000000,5265.000000,"",0.133,0.438, more than 0.28
1976,0.000000,2755.000000,"",0.000,0.138,No  more than 0.28
1977,0.000000,8345.000000,"",0.149,0.204,No  more than 0.28
1978,0.000000,4784.000000,"",0.000,0.082,No  more than 0.28
1979,0.000000,2116.000000,"",0.000,0.092,No  more than 0.28
1980,0.000000,3722.000000,"",0.000,0.078,No  more than 0.28
1981,0.000000,5666.000000,"",0.404,0.392, more than 0.28
1982,0.000000,6380.000000,"",0.190,0.204,No  more than 0.28
1983,0.000000,6359.000000,"",0.000,0.143,No  more than 0.28
1984,1.000000,5166.000000,"",0.000,0.759, more than 0.28
1985,0.000000,7499.000000,"",0.000,0.144,No  more than 0.28
1986,1.000000,622.000000,"",0.000,0.152,No  more than 0.28
1987,0.000000,1546.000000,"",0.832,0.299, more than 0.28
1988,0.000000,7027.000000,"",0.566,0.282, more than 0.28
1989,0.000000,8267.000000,"",0.514,0.300, more than 0.28
1990,0.000000,5326.000000,"",0.000,0.126,No  more than 0.28
1991,0.000000,16.000000,"",0.000,0.147,No  more than 0.28
1992,1.000000,480.000000,"",0.000,0.144,No  more than 0.28
1993,1.000000,1354.000000,"",0.000,0.540, more than 0.28
1994,0.000000,8442.000000,"",0.000,0.141,No  more than 0.28
1995,0.000000,5826.000000,"",0.000,0.160,No  more than 0.28
1996,1.000000,4192.000000,"",0.102,0.221,No  more than 0.28
1997,0.000000,6356.000000,"",0.000,0.177,No  more than 0.28
1998,1.000000,2822.000000,"",0.116,0.458, more than 0.28
1999,1.000000,2303.000000,"",0.000,0.614, more than 0.28
2000,1.000000,5156.000000,"",0.036,0.184,No  more than 0.28
2001,0.000000,1035.000000,"",0.000,0.110,No  more than 0.28
2002,0.000000,5518.000000,"",0.000,0.151,No  more than 0.28
2003,1.000000,288.000000,"",0.000,0.599, more than 0.28
2004,1.000000,552.000000,"",0.000,0.592, more than 0.28
2005,0.000000,7676.000000,"",0.700,0.297, more than 0.28
2006,0.000000,8138.000000,-1.0,0.0, No Prediction
2007,1.000000,7397.000000,"",0.000,0.574, more than 0.28
2008,0.000000,5848.000000,"",0.000,0.150,No  more than 0.28
2009,0.000000,7876.000000,"",0.000,0.135,No  more than 0.28
2010,1.000000,6917.000000,"",0.141,0.360, more than 0.28
2011,0.000000,7660.000000,-1.0,0.0, No Prediction
2012,0.000000,2100.000000,"",0.000,0.165,No  more than 0.28
2013,0.000000,2649.000000,"",0.061,0.177,No  more than 0.28
2014,0.000000,1918.000000,"",0.000,0.139,No  more than 0.28
2015,0.000000,2525.000000,"",0.000,0.136,No  more than 0.28
2016,0.000000,1571.000000,"",0.000,0.148,No  more than 0.28
2017,0.000000,1427.000000,"",0.000,0.147,No  more than 0.28
2018,1.000000,2972.000000,"",0.000,0.538, more than 0.28
2019,0.000000,3540.000000,"",0.895,0.279,No  more than 0.28
2020,1.000000,2247.000000,"",0.000,0.110,No  more than 0.28
2021,0.000000,1873.000000,"",0.000,0.153,No  more than 0.28
2022,0.000000,7834.000000,"",0.031,0.123,No  more than 0.28
2023,0.000000,3206.000000,"",0.000,0.105,No  more than 0.28
2024,0.000000,6131.000000,"",0.000,0.088,No  more than 0.28
2025,1.000000,7619.000000,"",0.970,0.278,No  more than 0.28
2026,0.000000,8177.000000,"",0.726,0.309, more than 0.28
2027,0.000000,8364.000000,"",0.000,0.157,No  more than 0.28
2028,1.000000,3881.000000,"",0.000,0.548, more than 0.28
2029,0.000000,7722.000000,"",0.000,0.146,No  more than 0.28
2030,0.000000,529.000000,-1.0,0.0, No Prediction
2031,0.000000,6755.000000,"",0.000,0.161,No  more than 0.28
2032,0.000000,7170.000000,"",0.000,0.142,No  more than 0.28
2033,0.000000,5198.000000,"",0.000,0.165,No  more than 0.28
2034,0.000000,5553.000000,"",0.000,0.146,No  more than 0.28
2035,0.000000,6286.000000,"",0.001,0.178,No  more than 0.28
2036,1.000000,7523.000000,"",0.239,0.266,No  more than 0.28
2037,0.000000,7903.000000,"",0.000,0.082,No  more than 0.28
2038,0.000000,4033.000000,"",0.083,0.265,No  more than 0.28
2039,0.000000,8091.000000,"",0.000,0.131,No  more than 0.28
2040,0.000000,5370.000000,"",0.893,0.283, more than 0.28
2041,0.000000,1151.000000,"",0.043,0.141,No  more than 0.28
2042,0.000000,7052.000000,"",0.000,0.127,No  more than 0.28
2043,0.000000,3109.000000,"",0.884,0.283, more than 0.28
2044,0.000000,3520.000000,"",0.000,0.089,No  more than 0.28
2045,0.000000,7866.000000,"",0.000,0.148,No  more than 0.28
2046,0.000000,4458.000000,"",0.000,0.155,No  more than 0.28
2047,0.000000,2.000000,"",0.000,0.139,No  more than 0.28
2048,0.000000,703.000000,"",0.000,0.142,No  more than 0.28
2049,1.000000,8281.000000,"",0.404,0.392, more than 0.28
2050,0.000000,3993.000000,"",0.000,0.147,No  more than 0.28
2051,0.000000,2390.000000,"",0.000,0.158,No  more than 0.28
2052,1.000000,5373.000000,"",0.173,0.421, more than 0.28
2053,0.000000,3864.000000,"",0.000,0.139,No  more than 0.28
2054,1.000000,6024.000000,"",0.000,0.666, more than 0.28
2055,0.000000,1556.000000,"",0.000,0.121,No  more than 0.28
2056,0.000000,7364.000000,"",0.000,0.117,No  more than 0.28
2057,0.000000,2466.000000,"",0.000,0.142,No  more than 0.28
2058,0.000000,3309.000000,"",0.000,0.575, more than 0.28
2059,1.000000,2828.000000,"",0.114,0.252,No  more than 0.28
2060,1.000000,2112.000000,"",0.000,0.118,No  more than 0.28
2061,0.000000,1679.000000,"",0.000,0.137,No  more than 0.28
2062,0.000000,6273.000000,"",0.000,0.143,No  more than 0.28
2063,1.000000,4388.000000,"",0.104,0.237,No  more than 0.28
2064,0.000000,7443.000000,"",0.000,0.110,No  more than 0.28
2065,0.000000,298.000000,"",0.062,0.167,No  more than 0.28
2066,0.000000,6886.000000,-1.0,0.0, No Prediction
2067,1.000000,59.000000,"",0.087,0.181,No  more than 0.28
2068,1.000000,5263.000000,"",0.056,0.499, more than 0.28
2069,1.000000,4420.000000,"",0.000,0.178,No  more than 0.28
2070,1.000000,7728.000000,-1.0,0.0, No Prediction
2071,1.000000,7211.000000,"",0.000,0.590, more than 0.28
2072,0.000000,2857.000000,"",0.000,0.161,No  more than 0.28
2073,1.000000,5145.000000,"",0.000,0.542, more than 0.28
2074,1.000000,8439.000000,"",0.000,0.592, more than 0.28
2075,1.000000,4078.000000,"",0.384,0.321, more than 0.28
2076,0.000000,1372.000000,"",0.000,0.154,No  more than 0.28
2077,1.000000,5066.000000,"",0.891,0.278,No  more than 0.28
2078,1.000000,6457.000000,"",0.838,0.285, more than 0.28
2079,1.000000,5721.000000,"",0.140,0.215,No  more than 0.28
2080,0.000000,683.000000,"",0.000,0.146,No  more than 0.28
2081,0.000000,436.000000,"",0.023,0.156,No  more than 0.28
2082,1.000000,5243.000000,"",0.000,0.757, more than 0.28
2083,0.000000,4096.000000,"",0.000,0.152,No  more than 0.28
2084,0.000000,1491.000000,"",0.000,0.141,No  more than 0.28
2085,0.000000,814.000000,"",0.000,0.157,No  more than 0.28
2086,0.000000,1884.000000,"",0.000,0.147,No  more than 0.28
2087,1.000000,2096.000000,"",0.000,0.134,No  more than 0.28
2088,0.000000,3572.000000,"",0.000,0.148,No  more than 0.28
2089,1.000000,1942.000000,"",0.208,0.256,No  more than 0.28
2090,0.000000,5741.000000,"",0.000,0.136,No  more than 0.28
2091,0.000000,5745.000000,"",0.000,0.107,No  more than 0.28
2092,0.000000,4537.000000,"",0.000,0.121,No  more than 0.28
2093,0.000000,1183.000000,"",0.000,0.130,No  more than 0.28
2094,1.000000,1377.000000,-1.0,0.0, No Prediction
2095,1.000000,6221.000000,"",0.000,0.116,No  more than 0.28
2096,0.000000,5823.000000,"",0.000,0.096,No  more than 0.28
2097,1.000000,628.000000,"",0.000,0.155,No  more than 0.28
2098,0.000000,3013.000000,"",0.031,0.175,No  more than 0.28
2099,0.000000,1671.000000,"",0.000,0.143,No  more than 0.28
2100,0.000000,2377.000000,"",0.000,0.133,No  more than 0.28
2101,0.000000,5932.000000,"",0.000,0.171,No  more than 0.28
2102,0.000000,5929.000000,-1.0,0.0, No Prediction
2103,1.000000,86.000000,"",0.137,0.450, more than 0.28
2104,0.000000,8361.000000,"",0.041,0.179,No  more than 0.28
2105,0.000000,6320.000000,"",0.000,0.104,No  more than 0.28
2106,0.000000,3648.000000,"",0.000,0.157,No  more than 0.28
2107,0.000000,420.000000,"",0.000,0.146,No  more than 0.28
2108,0.000000,6047.000000,"",0.000,0.144,No  more than 0.28
2109,0.000000,4141.000000,"",0.000,0.141,No  more than 0.28
2110,0.000000,295.000000,"",0.031,0.123,No  more than 0.28
2111,0.000000,7945.000000,"",0.000,0.121,No  more than 0.28
2112,0.000000,1508.000000,"",0.000,0.146,No  more than 0.28
2113,0.000000,7267.000000,-1.0,0.0, No Prediction
2114,0.000000,5366.000000,"",0.043,0.193,No  more than 0.28
2115,0.000000,1636.000000,"",0.000,0.140,No  more than 0.28
2116,0.000000,7311.000000,"",0.000,0.142,No  more than 0.28
2117,0.000000,2640.000000,"",0.000,0.127,No  more than 0.28
2118,0.000000,1565.000000,"",0.000,0.144,No  more than 0.28
2119,0.000000,6690.000000,"",0.105,0.215,No  more than 0.28
2120,0.000000,6868.000000,"",0.000,0.142,No  more than 0.28
2121,0.000000,1981.000000,"",0.000,0.146,No  more than 0.28
2122,0.000000,1885.000000,"",0.068,0.464, more than 0.28
2123,0.000000,440.000000,"",0.000,0.156,No  more than 0.28
2124,0.000000,6547.000000,"",0.347,0.354, more than 0.28
2125,0.000000,6349.000000,"",0.000,0.117,No  more than 0.28
2126,0.000000,8280.000000,"",0.000,0.139,No  more than 0.28
2127,0.000000,6805.000000,"",0.000,0.163,No  more than 0.28
2128,0.000000,3962.000000,"",0.514,0.300, more than 0.28
2129,1.000000,3367.000000,"",0.000,0.145,No  more than 0.28
2130,1.000000,375.000000,"",0.000,0.162,No  more than 0.28
2131,0.000000,7452.000000,"",0.000,0.150,No  more than 0.28
2132,1.000000,3407.000000,"",0.000,0.524, more than 0.28
2133,1.000000,4849.000000,"",0.000,0.599, more than 0.28
2134,1.000000,8278.000000,"",0.832,0.299, more than 0.28
2135,0.000000,5558.000000,"",0.046,0.196,No  more than 0.28
2136,0.000000,1786.000000,"",0.000,0.145,No  more than 0.28
2137,0.000000,4788.000000,"",0.000,0.099,No  more than 0.28
2138,0.000000,6269.000000,"",0.000,0.147,No  more than 0.28
2139,1.000000,2536.000000,"",0.000,0.654, more than 0.28
2140,0.000000,5629.000000,"",0.049,0.202,No  more than 0.28
2141,0.000000,2201.000000,"",0.000,0.140,No  more than 0.28
2142,0.000000,4385.000000,"",0.000,0.580, more than 0.28
2143,0.000000,3178.000000,"",0.000,0.154,No  more than 0.28
2144,0.000000,5324.000000,"",0.000,0.136,No  more than 0.28
2145,0.000000,6754.000000,"",0.000,0.162,No  more than 0.28
2146,0.000000,3472.000000,"",0.000,0.160,No  more than 0.28
2147,0.000000,8452.000000,"",0.590,0.278,No  more than 0.28
2148,0.000000,4605.000000,"",0.000,0.154,No  more than 0.28
2149,0.000000,4777.000000,"",0.284,0.336, more than 0.28
2150,0.000000,1543.000000,"",0.000,0.145,No  more than 0.28
2151,0.000000,3431.000000,"",0.105,0.248,No  more than 0.28
2152,0.000000,324.000000,"",0.926,0.279, more than 0.28
2153,0.000000,2033.000000,"",0.000,0.124,No  more than 0.28
2154,0.000000,6065.000000,"",0.000,0.157,No  more than 0.28
2155,0.000000,4252.000000,"",0.000,0.150,No  more than 0.28
2156,0.000000,6836.000000,"",0.000,0.147,No  more than 0.28
2157,0.000000,2545.000000,"",0.000,0.551, more than 0.28
2158,1.000000,112.000000,"",0.000,0.152,No  more than 0.28
2159,0.000000,7317.000000,"",0.252,0.360, more than 0.28
2160,1.000000,4905.000000,"",0.000,0.147,No  more than 0.28
2161,1.000000,1081.000000,"",0.155,0.498, more than 0.28
2162,0.000000,5597.000000,"",0.084,0.219,No  more than 0.28
2163,1.000000,7429.000000,"",0.000,0.525, more than 0.28
2164,0.000000,5484.000000,"",0.130,0.462, more than 0.28
2165,0.000000,7610.000000,"",0.109,0.435, more than 0.28
2166,1.000000,1166.000000,"",0.000,0.142,No  more than 0.28
2167,0.000000,5561.000000,"",0.000,0.588, more than 0.28
2168,0.000000,1452.000000,"",0.000,0.151,No  more than 0.28
2169,0.000000,5814.000000,"",0.000,0.089,No  more than 0.28
2170,0.000000,5868.000000,"",0.036,0.141,No  more than 0.28
2171,0.000000,8492.000000,"",0.135,0.272,No  more than 0.28
2172,1.000000,4375.000000,"",0.073,0.464, more than 0.28
2173,0.000000,3082.000000,"",0.000,0.143,No  more than 0.28
2174,1.000000,5890.000000,"",0.158,0.486, more than 0.28
2175,0.000000,4529.000000,"",0.000,0.153,No  more than 0.28
2176,0.000000,4292.000000,"",0.000,0.156,No  more than 0.28
2177,0.000000,2582.000000,"",0.000,0.540, more than 0.28
2178,0.000000,2274.000000,"",0.000,0.551, more than 0.28
2179,1.000000,7275.000000,"",0.131,0.262,No  more than 0.28
2180,0.000000,3651.000000,"",0.000,0.157,No  more than 0.28
2181,0.000000,1516.000000,"",0.000,0.168,No  more than 0.28
2182,0.000000,7455.000000,"",0.000,0.149,No  more than 0.28
2183,0.000000,1453.000000,"",0.000,0.122,No  more than 0.28
2184,0.000000,2022.000000,"",0.083,0.265,No  more than 0.28
2185,1.000000,2762.000000,"",0.747,0.289, more than 0.28
2186,1.000000,7259.000000,"",0.000,0.599, more than 0.28
